image/key,en_caption_2,es_caption_2
21460c2dec0fbe44,The cardboard box filled up with some household items and books.,Caja con instrumentos varios.
214c2f44b440b91b,"Slices of meat, green vegetables and bread in a white plate.","Carne cruda, queso y vegetales servidos en un plato plano circular y a un lado pequeño plato con aderezo."
21656bca9d83702f,A spoonful of a fizzy drink with ice chunks held on top of a cup.,Granizo de alguna bebida fría.
2167755de02e7112,Two folding pocket knives on a marble floor.,Dos cuchillos de bolsillos doblables en una superficie de madera
21910aaf5082ca9d,Assembling furniture on the floor.,Plantillas de plástico sobre tabla de madera
2194a10d5a5c7d95,The llamas on the grassy fields beside the river.,Llamas pastando a la orilla del lago
21afc87d48812530,A car parked on the field.,"Camioneta gris plateado estacionada en el pasto, cielo nublado"
21f18f01a16e5cc0,Iron gate and trees next to it.,Reja de metal con una estrella dando entrada al bosque
21f39a1828e9f534,Bmw 7 series parked on the street.,Coche BMW color negro estacionado junto a la acera
21fe8b10d23a21a3,Crowd of people in the protest.,Personas marchando en la calle de la ciudad con pancartas
223127897b18910e,Abstract of digital lens flare in the dark.,Destello de luz blanco en un fondo negro
2299c4d21f6fe798,A walkway beside tree.,Camino de piedra junto a una casa de piedra en el parque
22cb95c4504b7bd6,A mug on the wooden table next to a white board with some branding on it.,Taza blanca con diseño colorido en una mesa de madera
22f8fabb85baf1a4,Seaplane takeoff and landing.,Avioneta marina sobre le agua a la luz del día
23180090fe91a4d4,Row of cars in the garden.,Coches clásicos estacionados en fila bajo el sol
234fdc51ee364a1b,A large machine moving long and wide metal pipes on a muddy road next to a wall in a field with a pile of snow and trees in the distance.,Maquinaría de construcción en un piso de tierra
23be40c20d455375,A closeup view of the red cranberries surrounded by green leaves.,Arándanos rojos en un arbusto verde bajo el sol
23d1fd4eeb1608b9,Wicker baskets hanging under the ceiling.,Canastas de caña vacías colgando en una vara de madera
23d851a0f92915f2,Green van on the street.,"Camioneta van color verde estacionada en la calle, señalamiento, comercios y más automóviles"
23fa32522938e977,A scarf near a pink bag on a pink sheet with white vertical stripes.,Bolsa de compras color rosa junto a una cobija roja sobre cama
241856dd89fe2515,People are in the restaurant.,"Mesas de un restaurante elegante con techo de madera, manteles blancos, personas reunidas"
2424f519111f08ab,A view through some trees of a path leading to a large building in the distance.,Vista de una iglesia detrás de un sitio de construcción rodeado de árboles bajo el sol
242967252bacb31b,A pile of logs lying on the ground.,Conjunto de leña fresca.
2458c414ec6704ec,Alphabets displayed on a white paper.,Imagen de abecedario de escritura con puntos.
2461bbd755bcbfaf,The toucan bird on the tree branch surrounded by green leafs.,Tucán posado en una rama de árbol.
2471a362c98fa75d,Spotted hyena in a grassy field.,Hiena caminando entre los pastizales.
249c81417e1ee78c,People are standing near a green tent.,Personas levantando un campamento en zona boscosa.
249f9b352604d85c,Caravanserai in the water.,Hermoso sitio inundado a las orillas del mar.
24a7f7bd26c4e844,A crowd of people is surrounded by buildings and trees.,Letrero de señalización en medio de una protesta de personas que portan banderas y otros letreros sobre la calle con torres de edificios.
24b035b5e98fa316,Bunches of grapes hanging from a vine above.,Uvas en ramo colgando de árbol.
24d292f5099ae522,Airplanes parked at gates at the airport terminal.,Pista de aterrizaje con aviones y vehículos de transporte visto desde una ventana del aeropuerto.
24e0da9ef3c9c553,People sitting near the Lego architect.,Persona mirando maqueta a escala enun museo.
24efca6cbeb4bac1,Sun rays coming through trees.,Imagen caleidoscópica de estrella con luces.
24eff9ae81897718,Stacks of several types of sausages at a market.,Distintos chorizos en exhibición en el mercado con letreros de precio
24f7e68bc3c4c614,Cute Pomeranian dog on the floor.,Perro pomeranio con pelaje dorado y blanco mirando hacia arriba
2517b7ca199f7b61,Framed photos and posters placed on the walls in a corner behind a table and chairs in a vintage cafe.,Pared cubierta con cuadros de fotografías antiguas a un lado de la mesa de un restaurante
2536111c51c377ac,A tall waterfall in a forest with people sitting above and below it.,Cascada de un río en el bosque de una montaña
25645cc59aa3c862,"Bunches of one, two and three cherries arranged vertically on a white background.",Cerezas frescas sobre superficie blanca.s
258e8069090d8ebb,Shrimp topped with a sprig of rosemary placed in a black plate.,Camarones cocinados con especias y ramita de romero en un wok.
25b93ba5fa0a2a3d,Broad leaved grass growing in a field with weeds.,Hierba alta color verde en un campo a la luz del día
25c6638b5bd56447,Monkeys playing in the mud.,Monos salvajes en la arena de la playa
25ea869d4b5248a5,An interior view of an old abandoned circular building with very high ceilings and three floors of arched windows.,"Salón vacío, antiguo y descuidado con muchas ventanas y mesas de madera."
25fd970c036989d0,A small plane in a field with a few cars in the background.,Avienta amarilla en pista de despegue en el campo
25ffd901a9b89185,A wall made of tightly fitted stone bricks without mortar.,Pared de ladrillo gris.
262ccd0eb0787e50,A purple flower bud on a stem surrounded by green leaves in a garden.,Pequeño botón de flor en rama
262e1d34fe6a8953,A young man standing on the street with a crowd of people holding flags behind him.,Hombre calvo mayor con chamarra negra mirando a la cámara en medio de una multitud
26766887b90a16a5,A truck driving over a bridge over a dirt road.,Camino de tierra debajo de un puente automovilístico en un bosque
267d7b4ad74be2c2,A man standing on the dais giving a presentation in a conference room surrounded by several people.,Hombres y mujeres en una sala de conferencias escuchando una exposición
267fb36486a00fcc,Two men playing piano and guitar.,Señor tocando el piano y otro señor detrás suyo tocando una guitarra.
26a455a839899dc2,A dog on the road with a flag attached to neck.,Perro con una bandera LGBTTTIQ en una manifestación
26d1c15989cf2a3a,A lobby at a workplace.,Gente de negocios en el lobby de un elegante y moderno edificio
26dd794a4d2bcedd,Three sculptures with a chair in a garden at night.,Silla frente a tres adornos de madera en un jardín de noche
26e3359353b3bd74,A black bird sitting on a wood surrounded by trees in a forest.,Pájaro oscuro y de pico largo en el tronco de un árbol
2703ed87e76821e1,A macro shot of a cassowary bird facing towards left side.,Acercamiento de un casuario
2761536f2ff67677,A dish served in a black plate.,Platillo de pollo servido con limón en un elegante restaurante
27918d99bb0a8d9b,A group of people working together on laptops.,Jóvenes de pie trabajando con computadoras y muchos papeles
27c3d7eebe4769a7,A panoramic view of a green field in front of mountains which have clouds over them.,Valle en Islandia con mar y nubes de fondo
27c72d848f4d8df8,An interior view of a fireplace with woods in the box in a closed room.,Chimenea con leña y cuadros decorativos al lado
2815845de8b8ff4e,An aquarium with blue objects.,Medusas en acuario con tonos azules
2817040c18931d8c,A front view of an old vintage car parked on the road.,Auto antiguo de colección en un estacionamiento
2866713fec22e7e7,A man trying to walk on blue rope.,Hombre practicando en un parque la caminata sobre cuerda floja
288a95c01e43cd14,A closeup front view of a black car parked on the street in front of the building.,Camioneta negra Suzuki estacionada en carril para bicicletas
288e2484a57420f8,A species of sea slug on the sea bed.,Pequeño invertebrado de colores deslizándose sobre superficie marina
289889548e91ab23,An art with the pizza restaurant name.,Acercamiento de logo de pizzería
28b29debf1f6dd9c,An old house entrance with iron gate.,Vieja puerta de metal abierta de construcción de piedra
28befe70391722a6,A lady posing at the entrance of ayutthaya temple.,Mujer en templos budistas antiguos en día soleado
28bff788f24af621,A chair on the floor in front of the window.,"Ventana cerrada, silla y cortinas"
28cd47011eabb00e,Egg fried rice and spoon on the white plate.,Arroz frito y cuchara servido en plato blanco sobre la mesa
28da05e683e2c667,A couple posing beside a white car.,Pareja caminando en la calle observando automóvil blanco de lujo estacionado
28e40dc55ed0c759,Zebras standing on the savannah with the background of dead tree.,"Manada de cebras e la sabana, cielo azul y montaña al fondo"
28e541df86230a4e,A beautiful lady walking by holding shrug on the hand.,"Mujer joven caminando por la calle, letreros de estación de tren"
2911453cc61834d8,Boat on the island crossing surrounded by some trees and clouds.,"Botes encallados a la orilla del lago, bosque y cielo azul"
291471b91ff1b6d7,Delicious pizza with some cherry tomato and coriander on the tray.,Acercamiento de deliciosa pizza estilo italiano en la mesa de madera
293c5cfe900c45de,B&w 801 speaker on the wooden floor.,Bocina grande de altavoz sobre piso de madera
29848ef72dad3006,Friends sitting and having beer on the table.,"Grupo de amigos tomando en la mesa, regalo y copas"
29f765107c757b49,The wall with the art of andre the giant has a posse.,Pared con grafitis e imagen de hombre repetida 3 veces con la frase “OBEY”
2a1299450c68def6,Fresh cabbages in the vegetable garden.,Acercamiento de montaña de lechugas en el suelo
2a14db3a0316bc65,Two men cutting laser in the laser cutting machine.,Hombre mostrando a otro un aparato.
2a171958c979c489,An ivy covered circular building with a silver dome on top.,Observatorio visto desde abajo rodeado de vegetación y cielo despejado.
2a1c6851b7d4872e,Two monkeys sitting on a woman standing at a zoo with trees in the distance.,Mujer con dos monos en una reserva.
2a2109a401c6b9ac,An asus video card for a computer.,Tarjeta de video de computadora decorada con un dibujo de androide femenino
2a21ce7b99301cce,A child riding a red sled down a slope with several people playing in the distance.,Hombre deslizándose en un trineo sobre la nieve bajo el sol en una pequeña colina
2a26333210fc9b43,White seabirds with black and white wings flying over a cliff by the ocean.,Aves tipo alcatraz sobrevolando la playa
2a44575354daee05,A man speaking at a dias with another man and a woman sitting at a table beside him.,"Doctores dando conferencia, uno exponiendo y dos sentados en la mesa"
2a49b0f7a35e79c5,Laser show at a disco party in nightclub.,Luces láser color verde en una discoteca
2a4f58597b6410b8,"""The word """"noma"""" written on a grunge brick wall with fading plaster and paint.""",Letras en relieve de negocio en pared de ladrillo con acabado industrial.
2a5101e8b9166d1b,Two windows on an old wooden house.,Ventanas recargadas de adornos en casa antigua de madera.
2a51c0fd2be729f4,People walking in front of Chinese classical architecture.,Templo chino de un solo piso visitado por turistas.
2a5865456ba547df,Sandwich with french fries on a plate.,"Club sándwich acompañadode papas fritas en plato plano, tenedores y cuchillo sobre mesa de restaurante."
2a7862c5c20bf762,A car parked by a building.,Auto sobre el asfalto de una unidad habitacional.
2a8b0851b24d0a36,A man relaxing on a sun lounger.,Hombre con vendajes descanasando en área verde sobre un camastro de día.
2aaf990adc8a5c20,Walkway in the park with people and surrounded by trees.,"Camino en el parque con personas paseando, casa al fondo"
2ab18b8a310885b9,A closeup of a black collar of a white jacket on a hanger.,Acercamiento de cuello de camisa blanca con negro en gancho
2ad839da9aa6c2d5,It is a Jordanian countryside.,Acercamiento de restos de ciudad antigua tallada en la montaña de piedra
2ae532da1478e448,People are standing beside a luxury car.,"Lujoso carro siendo exhibido en el interior de sala de exposiciones, hombres de negocios hablando"
2af9c386f565f8ab,A glass of beer.,Acercamiento de vaso con cerveza sobre la mesa con portavasos
2b026d9fa98be55e,A close-up of a circular rose window with sculptures of people.,Detalle arquitectónico con figuras geométricas color dorado en la pared de un templo
